,mod,wt
111797,1,2
111796,1,2
111795,1,1
111794,0,1
111409,7,1884
111407,1,1935
99440,1,12
94016,2,95
111405,1,83
111403,1,1
111402,1,5
111401,0,12
107974,1,5
92989,2,57
92987,0,22
92986,0,50
92985,7,118
92983,2,189
92981,0,22
92980,0,523
85486,0,158
96608,2,13
96609,3,752
96604,86,1048
96606,3,1936
96607,0,50
96600,2,730
96602,2,350
107971,1,5
85485,2,7
94012,2,79
107972,2,30
88576,125,1937
94011,3,35
95924,2,76
94376,2,1216
88571,2,44
94010,2,13
93907,2,13
88570,3,502
86912,2,274
90600,0,12
90601,2,917
90606,2,1077
90604,2,1
90605,2,129
104801,1,5
104800,0,346
104803,0,21
104802,2,14
104805,1,5
104804,1,5
112668,2,1
112669,1,1
104809,2,7
104808,2,1
112664,1,5
112665,2,1
112662,2,1
112663,1,2
112660,1,2
112661,2,44
96605,2,50
98903,1,1
95645,1,3
95647,2,102
95646,3,2
95641,2,13
95640,0,50
99771,0,36
99770,0,3
99773,3,657
99772,0,1938
95649,0,52
95648,0,298
99777,2,1939
99776,54,309
109402,1,5
109403,1,1
109400,1,2
109401,1,5
109406,1,5
109404,1,1
109405,1,5
147527,2,1
94374,0,3
147528,1,1
106988,1,2
106989,1,5
106980,1,59
106981,1,922
106986,2,9
106987,1,5
106984,1,1
106985,1,2
107057,0,52
107056,1,2
107054,1,5
107053,2,1
107052,2,30
107051,2,1
107050,0,1
107059,0,12
107058,1,83
98902,0,35
85736,2,1940
85737,2,197
85732,3,384
85733,49,1941
91599,1,2
110985,1,1
110984,1,2
110987,1,2
110986,0,52
110981,2,9
110980,1,59
110983,1,59
110982,0,1
2797291,1,1
91598,1,2
94490,0,47
94497,0,3
98968,0,3
94496,2,189
100913,0,12
100912,2,1
100911,2,44
100910,2,44
100917,1,2
100916,0,12
100915,0,10
100914,0,3
100919,2,1942
94631,1,3
101068,1,1
101069,0,12
101064,0,82
101065,0,5
101066,1,12
101067,2,141
101060,3,1201
101061,2,7
101062,0,50
101063,15,1284
91594,0,165
91462,2,14
91597,2,1
98417,0,69
98416,2,7
98415,2,3
98414,1,12
98413,0,709
98412,2,35
98410,0,21
90707,3,1943
98418,2,22
90705,3,1944
90704,3,1945
90709,0,556
90708,2,13
99939,1,1
94119,0,105
105369,0,12
105367,1,1
105366,0,259
105365,2,0
105364,0,1946
105363,1,2
105362,2,2
105361,1,5
105360,0,1199
99930,1,1
903985,1,2
147954,2,1
147952,2,2
86461,2,14
86460,2,7
86463,0,3
86462,2,13
86464,2,1947
86467,1,5
86466,1,1
86469,2,1754
96114,1,1
96115,0,3
96117,3,2
621043,2,1
621045,1,2
96113,0,35
94559,2,1484
88800,1,3
108418,1,1
108419,2,2
108412,1,2
108413,1,5
108410,1,2
108411,2,44
108416,1,2
108417,1,2
108414,1,5
99449,0,12
89024,2,1948
89027,2,139
99903,3,523
102807,1,1
103039,0,21
103038,2,68
102806,1,1
103035,0,10
103034,0,21
103037,0,12
103036,0,1
103031,2,1
103030,1,1949
103033,0,21
103032,0,21
97088,3,2
94117,2,13
2521883,1,59
87413,1,5
87417,2,1
87416,2,1
87414,2,1950
102809,0,12
102808,2,1
93057,0,1
110549,1,5
94115,0,22
99900,0,35
95803,0,52
89388,2,44
88866,8,97
88085,2,1951
88087,2,63
88081,2,1518
88083,2,1084
100074,0,1
100075,2,1
100076,0,12
100077,1,2
100070,0,35
100071,2,7
100072,0,3
100073,2,1265
100079,1,3
95801,2,13
89382,3,52
89418,0,22
94651,2,1952
93054,0,105
90444,2,1112
90445,2,13
90446,0,22
90447,0,690
90440,2,7
90442,2,63
90443,2,1953
90448,2,328
90449,2,13
94652,2,3
88865,2,13
88377,2,1954
101305,2,189
101304,2,200
101307,1,1
101306,0,1
101301,2,44
101300,0,12
101303,0,130
101302,1,2
101309,0,3
101308,0,10
99617,0,12
99613,0,12
99611,2,25
92471,17,2
97839,2,30
87641,0,12
104201,1,1
85272,0,1
88178,2,7
92475,2,9
145839,1,2
92474,2,50
111619,1,2
111616,1,5
111617,1,1
111614,1,2
111615,1,5
111612,0,1
111613,1,2
111610,1,5
111611,1,5
95252,0,2
95253,0,105
95250,2,9
95251,0,2
95256,2,13
95257,1,2
95254,0,35
95255,1,2
95258,2,646
98825,0,3
94169,2,588
86727,13,35
95877,1,1
95874,2,76
95872,0,105
95873,2,1
95870,0,3
95871,0,3
95878,0,700
95879,1,2
88389,2,1955
98823,0,3
104218,0,21
104219,2,0
93159,2,1956
93158,2,559
104214,2,13
104215,0,36
104216,1,5
104217,1,5
104210,0,10
104211,3,1
104212,0,21
99904,3,28
2620893,2,204
110259,1,2
110258,2,2
217604,2,2
2620891,2,609
98672,0,1
110251,1,2
110253,2,44
110252,0,52
110255,1,1
110254,1,2
110257,2,1
110256,1,2
92532,2,154
92533,2,151
99989,0,407
97903,2,7
92530,2,668
105169,34,68
105168,1,1
98169,0,3
98168,3,352
105165,0,52
105164,2,44
105167,2,1
105166,1,2
105161,2,1
105160,0,287
105163,2,30
105162,0,3
93849,0,105
99984,2,675
93841,3,1775
93840,3,753
93843,0,1307
90209,2,13
93845,1,2
93847,2,30
93846,2,290
99600,2,13
97648,2,1
112259,1,2
112258,1,5
112253,2,1
112252,1,1
112251,1,5
112250,1,1
112257,1,5
112256,31,1
112255,31,1
112254,1,5
112358,1,2
105463,2,7
108658,0,35
108659,0,35
108650,1,2
108651,1,2
108652,0,30
108653,96,1
108654,1,5
108655,1,5
108656,1,1
108657,1,1
98587,2,7
88035,2,30
112353,2,0
102304,2,44
102305,0,2
102306,2,130
102302,2,14
102303,0,12
102308,3,2
102309,2,9
88033,2,150
100005,2,30
100004,2,9
91146,2,53
91144,2,7
91142,2,97
100006,0,21
97996,0,1
100002,0,22
106536,1,1
106535,2,1
106534,1,5
106533,0,82
106532,2,664
106531,0,1
106530,1,5
106539,1,1
106538,1,5
111933,1,2
111932,2,1
111931,1,2
111937,2,1
111936,1,2
111935,2,2
111934,1,2
100009,2,44
111939,1,1
111938,1,2
107336,1,2
100105,2,13
107334,1,5
107198,0,346
107199,2,1
104722,0,1
100101,2,7
109213,1,2
109212,26,248
109211,0,780
104723,0,12
109217,1,1
100102,0,1957
109215,2,1
109214,1,5
109219,0,12
100103,0,131
92736,1,2
105949,2,664
105948,2,664
104728,2,631
89597,2,1463
92491,2,1958
92493,2,141
92495,2,90
92494,0,13
92497,2,9
89591,2,230
95783,0,50
89592,0,22
89593,2,1911
100273,0,50
100270,0,3
100271,0,12
100276,2,274
100277,0,3
100274,2,30
100275,0,12
100278,0,12
100279,0,10
92729,2,262
92728,2,153
117831,1,2
117832,2,2
117833,1,2
117834,0,12
117835,1,1
117836,1,2
117837,2,1
117838,2,8
117839,2,8
86122,2,128
92077,2,439
100896,0,1
100897,0,36
100894,0,3
100895,3,1
100892,0,1
100893,0,3
100890,2,664
100891,0,1959
100898,2,0
100899,0,10
89410,2,1689
93456,2,79
93457,0,3
93454,2,379
93455,2,13
93452,2,1
2358323,3,2
93458,2,240
93459,0,105
98206,0,22
98204,2,40
98205,2,1
98203,2,654
98200,0,50
98432,2,623
98208,2,7
98209,1,5
94811,2,22
87278,0,22
87273,42,144
87277,0,3
87276,0,1960
87275,2,50
1087609,1,1
1087605,1,1
1087604,0,10
1087607,0,12
1087606,0,12
87983,2,90
85698,3,139
85693,0,1961
85692,2,806
85691,17,163
85697,2,9
85696,2,19
87180,3,1912
145646,1,83
87185,0,1
87184,2,40
87186,3,62
87189,2,1962
87188,2,13
98579,1,1
137731,2,30
137730,0,52
137733,1,83
137732,1,5
820749,1,83
137735,1,2
820748,1,5
137737,2,2
137736,1,5
820745,1,30
820744,1,83
1694995,0,36
1977513,2,14
86588,3,293
86582,1,7
86581,1,2
86586,0,1963
86587,0,1
86585,2,1716
86630,0,409
85645,2,1
86635,3,1964
86637,2,9
86638,2,13
85889,3,253
98577,2,382
89789,0,3
89788,2,13
95679,2,1965
89781,0,105
89780,2,1966
89785,2,2
89787,0,1967
89786,2,51
89257,2,9
89255,2,1968
89254,4,1
89252,2,19
89251,2,215
89259,78,1969
89258,3,1970
103208,2,2
103209,7,1
88785,2,90
103202,7,1
103203,1,5
103200,0,1
103201,2,1
103206,1,1
103207,2,2
103204,0,1
103205,2,67
872995,1,2
872994,1,2
95675,2,9
87365,0,52
1695106,0,10
88126,0,2
88127,2,1518
88122,0,5
88123,1,5
88120,2,1337
88121,1,2
97729,2,90
88128,2,23
88129,2,9
93548,0,3
93549,0,35
95472,0,3
2811850,1,2
95471,0,1
95476,0,33
95477,0,33
95474,0,33
95475,0,33
99582,1,1
95478,0,33
95479,0,1971
93544,2,42
93545,0,1
93546,3,232
99583,2,30
93540,2,40
93541,2,1972
93543,0,1973
95136,0,49
111876,1,5
111877,1,5
97622,2,1
97624,7,1
91331,0,1974
96929,3,316
96928,0,22
96924,0,35
96926,2,146
91333,0,1
91332,2,7
91335,2,289
90189,2,639
103446,0,12
90185,2,40
90187,0,1975
111879,1,5
90181,2,9
90183,0,409
90182,2,151
95838,0,892
102768,2,1
102769,0,21
94223,2,13
89529,2,1976
95830,1,1
102763,0,1
145647,1,5
108588,1,5
108589,1,2
99589,2,563
99460,0,3
89600,2,65
109396,1,1
89603,0,48
109397,1,59
109394,1,2
99338,2,274
1434357,3,2
109395,1,2
111404,1,2
107978,1,2
107979,1,83
107975,1,5
107970,2,68
94558,0,3
99998,2,48
93290,1,1
93291,1,2
93292,2,53
93293,1,83
93294,3,1403
93295,3,523
93296,3,1467
93297,2,13
93298,2,1
93299,2,1
93752,2,13
86517,0,3
104409,0,12
104408,2,1
104405,0,21
104404,2,259
104407,0,1
104406,2,1
104401,2,9
104400,2,9
104403,2,259
104402,1,5
106317,0,1977
106316,0,1
106315,2,68
106314,0,12
106313,0,1
106311,1,5
106310,1,2
106318,1,1
102805,2,1
102804,1,1
102801,1,2
102800,1,3
90364,8,96
93516,2,13
2620931,1,5
99069,0,3
99068,1,2
99061,2,7
99060,0,1978
99063,0,3
99062,2,76
99065,1,2
91748,2,42
99066,3,2
93515,2,7
91053,2,1
105464,1,2
105465,1,5
105466,1,1
105460,2,664
105461,2,664
105462,2,664
112359,2,1
112356,1,30
112357,2,1
112354,1,5
112355,2,1
112352,1,2
105469,27,1979
112350,1,2
112351,1,1
102115,0,1
102114,0,131
102117,0,21
102116,0,10
102111,1,1
102110,88,1980
102113,2,1
102112,1,1
102119,2,1
102118,0,3
107194,2,1
107195,0,287
107192,0,21
107193,0,1
107190,54,309
107191,1,5
99417,0,22
93513,2,263
93512,2,382
103380,0,21
92825,2,632
103387,0,1
109972,0,36
109973,0,10
109970,1,2
109971,1,2
109976,0,1
109974,0,82
109975,2,1
93510,3,1
108373,1,5
108372,0,346
108371,28,250
108370,2,68
108377,1,83
108376,1,5
108375,1,5
108374,1,2
108379,1,83
108378,1,2
93062,2,276
94920,31,1
103448,0,10
103449,0,35
111874,2,68
111875,2,1
111872,1,2
111873,1,1
111870,2,1
111871,1,2
103440,2,2
103441,2,1
103442,1,1
103443,1,1
103444,2,2
103445,2,0
111878,1,2
103447,2,9
145895,1,2
145894,1,1
145897,1,2
145896,1,2
145891,2,1
145890,2,68
145892,1,2
95710,1,2
145899,1,2
145898,0,52
2351149,2,1
103992,0,12
103993,0,12
103990,0,12
103991,0,12
103996,3,204
103997,0,1
103995,0,36
103999,3,2
109398,1,422
109399,1,5
98791,2,259
96568,0,62
101598,2,44
101599,2,44
101594,3,2
101596,1,2
101597,0,1
101590,1,1
101591,0,130
101593,0,12
109020,1,2
109021,1,2
109023,1,5
109024,1,2
109025,2,68
109026,1,2
109027,2,1
109028,0,1
109029,0,1
94817,55,585
88550,2,22
89869,0,1981
1993216,1,1
92257,0,333
92256,0,22
92255,105,1982
92254,2,13
92253,2,646
92252,0,52
92251,2,801
92250,0,35
87029,2,13
87022,0,13
87023,0,1686
87020,2,1983
87026,0,1
87027,0,131
87024,3,523
87025,2,9
87079,3,678
91661,3,407
2620930,1,5
91660,2,35
86775,1,2
86774,0,9
86771,2,1984
93419,3,397
98444,2,76
111550,2,1587
96358,0,3
96359,2,1
96356,1,2
96354,1,3
96355,3,360
93574,0,892
96353,3,647
96350,1,2
94268,2,61
94269,0,655
150540,1,5
96685,0,1985
96686,2,13
96687,0,52
96680,0,52
96681,3,28
96682,2,1
96688,2,40
96689,1,2
93412,2,1518
94192,0,12
94193,2,1
94190,2,80
94191,0,105
94196,2,1030
94197,2,204
94194,3,28
146981,1,2
94198,2,61
94199,0,22
90682,1,2
90683,0,13
90680,0,13
90681,0,105
90687,2,7
90684,2,290
90685,2,42
85558,2,1986
90689,2,129
85559,3,387
118048,1,2
118049,2,1
118040,1,59
118042,1,2
118043,1,2
118044,1,2
118045,1,2
118046,1,1
118047,1,5
85554,2,189
85555,0,156
85556,2,1
85551,89,1068
99269,2,1252
99268,2,1252
99263,0,12
99262,0,36
99261,3,2
99267,0,3
99266,0,50
99265,0,12
99264,0,12
104602,2,1
97557,0,3
97556,2,1363
97555,2,44
97554,0,3
97553,0,12
97552,1,2
97551,0,12
97550,1,3
97559,0,475
97558,3,397
90026,3,464
90027,2,228
90024,3,715
90025,0,49
90022,0,105
90023,3,492
90020,2,215
90021,2,7
93417,3,62
145823,1,2
90029,16,1987
97644,2,13
93414,2,242
92055,2,9
87593,2,13
95109,0,1988
91195,45,566
94051,1,2
94050,3,706
94057,0,1089
1156859,2,14
94054,0,12
91197,3,162
96787,2,13
112888,1,5
112889,1,1
112882,2,68
112883,1,3
112880,0,30
112881,1,5
112887,1,5
112884,1,5
112885,0,36
93350,2,104
91649,124,1798
91648,2,7
106909,1,5
89695,0,1
89694,0,3
93648,3,161
93647,3,161
93646,3,161
93645,2,1989
93644,2,983
93643,2,13
93642,0,12
93641,2,13
93640,2,290
93355,0,116
799994,2,30
93126,0,12
93127,0,12
93124,0,12
799993,1,5
93123,2,44
2219105,2,1990
93120,7,1991
99935,1,1
799992,1,2
91350,0,233
98499,0,724
98116,2,3
100999,0,1809
100998,0,36
100993,2,1
100992,0,50
100991,1,1
100990,0,21
100997,40,1
100996,1,5
100994,2,1
104678,2,414
104679,2,68
96399,2,1
104673,2,1
104670,2,1
104671,2,1
104676,0,12
104677,2,76
104674,0,1
104675,1,2
91356,0,48
106856,1,59
91355,2,40
91354,2,13
118295,1,2
106298,1,3
106299,2,1482
118294,1,1
106290,1,5
106297,2,44
118296,1,2
118291,1,3
118290,1,1
106124,0,1
106125,2,13
106126,2,664
106127,1,59
106122,0,1992
91591,2,437
106128,1,1
106129,0,21
102634,0,3
102635,2,130
102636,0,12
102637,0,5
102630,2,9
102631,2,13
102632,0,3
102633,0,12
102638,3,469
102639,2,271
93714,2,1
112146,1,2
112145,1,1
112144,1,2
112143,1,1
112142,1,2
112141,1,5
112140,1,1
91358,0,12
105088,2,259
85959,0,1993
85950,2,2
85951,1,5
85952,3,1994
85953,0,36
85954,113,1458
107655,2,68
107654,1,5
107657,1,2
107656,1,5
107651,1,2
107650,1,2
107653,2,7
107652,2,1995
107658,1,2
108492,1,5
108493,1,1
108490,1,2
108491,1,5
108496,1,2
108497,1,5
108494,2,30
108495,2,30
91252,2,742
108498,1,1
108499,1,5
109723,1,5
109722,1,5
109721,2,13
109720,0,36
109727,1,5
109725,1,1
109724,1,1
109729,1,5
109728,1,5
91253,8,97
88878,8,326
88879,3,614
127909,2,68
127908,1,5
127903,1,2
127902,1,5
127901,2,76
127900,2,1
127907,0,1
127906,2,0
127905,1,59
127904,1,35
100562,3,567
100563,0,22
100560,40,1
100561,0,217
100566,0,3
100567,1,83
100564,1,2
100565,2,44
99472,0,3
100568,0,22
100569,88,1980
88872,3,858
108236,1,2
108237,1,1
108234,2,44
108235,1,2
108232,1,2
108233,1,2
108230,1,5
108231,1,2
99672,1,1
108238,1,2
86362,2,7
86360,90,1996
86366,15,1000
86364,0,1997
100386,0,3
100387,3,567
100384,0,3
100385,2,44
100382,1,1998
100383,2,475
100380,0,10
100381,2,7
100388,0,10
100389,2,25
95006,2,9
110047,1,1
97033,0,1999
86986,0,22
86987,2,18
86984,77,1646
86985,4,1151
86982,0,36
86981,3,1311
95005,0,12
86988,83,1016
101389,1,2
101384,0,3
101381,0,12
101380,2,90
101383,2,30
101382,0,12
85183,3,678
92268,3,2000
95001,2,0
97034,2,13
92341,0,50
106573,1,2
106572,2,664
106571,2,7
95000,3,9
106570,2,68
106577,1,2
106576,1,3
106575,0,12
99558,0,12
95365,0,12
97767,2,2001
97035,3,2002
87611,0,2003
87619,0,156
87618,0,15
92349,2,234
89545,2,80
89544,2,632
89543,2,2004
89542,0,116
89541,2,9
89540,2,2005
89549,8,326
89548,2,336
92348,2,90
98029,0,215
110329,0,36
97010,2,25
97015,2,50
110127,1,83
110126,1,5
110120,2,68
92860,1,3
92862,2,13
92863,2,35
92864,0,315
110129,1,5
110128,1,83
96529,0,3
96528,0,3
96521,40,3
88250,2,274
96523,0,3
96522,0,3
96525,3,12
96524,0,12
96527,0,3
88251,2,1203
88636,2,213
88637,2,1363
88635,0,1
88632,0,3
88252,2,44
88630,2,338
88631,0,3
88253,1,9
88638,1,1
88639,3,1601
2655498,2,1
100840,0,21
100843,0,3
95249,3,2
86777,2,80
86776,0,50
107819,2,68
86770,2,13
91908,2,42
95529,2,13
86779,2,1409
86778,0,978
94019,2,13
94018,1,2
102432,0,3
102433,0,3
102430,0,52
102431,1,5
102436,1,2
102437,1,1
102434,0,473
102435,1,3
102438,1,1
102439,0,36
95520,2,128
87844,0,2006
95521,2,90
1528394,1,1
94125,0,12
799971,0,52
102388,0,35
102389,0,35
102384,2,139
102385,2,636
102386,2,25
102387,0,35
102380,2,13
102381,0,12
102382,17,1190
102383,2,1
799976,1,2
2788684,2,1
95766,0,12
95767,0,3
95764,0,12
95765,0,12
95762,1,3
95763,0,3
95760,2,50
95761,2,113
99432,0,3
99433,7,5
99430,0,3
99431,2,14
99436,0,12
99437,2,129
95768,2,9
95769,2,37
92272,0,116
109521,0,921
109520,1,1
109523,1,5
109522,1,2
109525,1,5
109524,1,1
109527,2,1
109526,1,2
109529,1,5
109528,1,3
97760,0,1
112437,2,1
112436,2,13
112435,2,2
112434,2,0
112433,2,0
112432,1,2
112431,0,1
112430,0,1
112439,0,36
112438,2,5
109299,1,1
109298,1,5
109293,2,1
109292,1,2
109291,1,5
109290,0,52
109297,1,59
109296,1,5
109295,0,1
109294,2,30
91868,1,2
92413,2,2007
92415,2,127
92414,2,13
92417,2,9
92419,2,2008
107264,1,2
107265,1,2
107266,1,2
107267,1,922
107260,1,2
107261,1,2
107262,1,2
107263,1,5
145798,2,1
97761,2,204
145799,2,1
2645422,1,5
2645421,2,68
91850,1,2
91851,2,189
91852,2,561
91853,2,2009
91854,15,2010
91855,2,2
91856,2,65
91857,2,768
91859,0,116
107840,1,5
107841,1,5
107845,0,12
100818,2,13
100816,1,2
100817,0,3
100814,1,3
100815,2,274
100812,0,1
100813,2,14
100810,0,12
100811,3,112
101148,1,1
101143,2,916
101142,2,1265
101140,2,1
101147,0,1
101146,0,3
101145,1,5
101144,2,204
98186,0,22
96672,0,10
98181,2,50
89607,3,2011
98183,0,3
98182,0,588
98188,0,3
99883,0,12
99882,0,12
99881,2,9
99880,0,10
99887,1,3
99886,0,2012
99885,2,189
99884,0,3
99888,2,30
98286,0,724
98287,0,22
98282,1,2
98283,1,5
98280,2,13
98281,0,3
91867,121,1603
101851,0,21
101850,2,1
101852,2,350
86502,3,308
86500,0,2013
86501,3,761
86506,65,18
1087867,0,3
92676,2,79
99184,2,7
92671,2,475
99185,2,13
92670,3,28
89701,2,475
89700,3,92
89703,2,2014
89702,2,19
89705,3,334
89704,2,51
89707,2,51
89706,2,440
89709,2,2015
89708,2,1079
85858,0,2016
96357,0,12
85855,2,2017
85857,3,398
85856,0,2018
85851,2,13
85853,2,764
85852,2,228
103179,2,13
103170,1,5
103171,0,3
103172,0,12
103173,2,9
103174,3,352
103175,1,5
103176,0,1
103177,0,2019
145682,2,2020
96351,0,22
92661,2,1079
94266,0,815
103282,2,13
103283,0,11
103280,3,1123
103281,0,2
103286,0,3
103287,0,12
103284,0,3
103285,2,1
103288,0,12
103289,0,1
91199,2,187
96870,0,3
94262,0,2021
91198,2,131
94969,0,97
87842,3,1530
97085,0,3
97084,2,9
91191,2,51
97087,2,13
91190,3,2
97086,3,2
91193,3,2022
91192,2,42
100489,2,13
100488,0,35
100481,2,44
100480,0,1
100483,3,102
100482,1,1
100485,2,328
100484,1,1
100487,2,292
100486,3,2023
103826,0,1
103827,0,74
103824,2,259
103825,2,68
103822,2,2
103823,1,5
103820,2,1
103821,3,1
145652,2,1
110781,0,12
103828,0,12
103829,0,346
110780,0,12
110787,2,1
110786,1,5
100733,2,1687
100732,2,1623
100731,0,1818
100730,0,12
100737,51,2024
100736,2,14
100735,2,977
100734,1,2
100739,0,283
100738,1,1
90098,2,1
110789,1,52
96684,0,50
110788,1,5
92845,3,2
903979,2,1
1379962,1,5
93104,2,475
145684,1,5
92208,2,141
90279,2,143
90278,2,151
90277,2,151
90275,1,1
90274,3,820
90273,2,1
90272,0,1
90271,2,635
90270,3,761
101466,1,5
101467,2,30
101468,2,14
101469,0,36
91227,3,523
91226,2,30
1859075,1,1
91225,2,260
93410,2,7
91222,8,2025
91220,0,105
93100,0,52
94735,0,3
98249,2,13
94738,0,22
94195,2,112
145685,0,2026
111963,2,2027
111965,2,68
111966,1,1
87301,0,15
111159,2,13
111158,0,12
111154,2,68
111157,1,2
111156,1,5
111151,1,2
111150,2,68
111153,0,12
111152,1,2
95359,0,3
95358,0,3
903975,1,5
1087836,2,1056
1087837,3,2
903977,1,2
110688,1,59
110689,1,5
110687,2,1
93218,2,336
93219,2,1518
85804,0,1
93210,0,22
93211,0,12
85805,2,1
93214,0,1
93215,0,3
93216,0,2028
93217,2,502
111487,1,5
111486,1,1
111485,17,5
111484,1,5
111483,2,30
111482,2,1
111481,1,5
111480,1,5
85808,3,365
111489,0,1
111488,1,5
110354,2,1
110355,1,5
110357,2,13
110351,1,83
110352,1,5
110353,1,5
110358,2,1
110359,3,41
118163,1,2
118162,1,2
118161,2,9
118167,2,68
118166,0,36
118165,0,12
118164,1,2
118169,2,1
118168,1,2
96198,1,2
145687,2,7
87914,0,2029
87915,0,105
93334,2,90
89496,0,22
98040,2,2030
98041,2,866
98042,51,2031
98044,2,2032
87234,0,22
87233,2,2033
93960,2,2034
87230,2,2035
93965,2,2036
105752,1,5
105753,1,9
105750,1,2
105751,1,5
105754,0,30
105755,1,5
97249,1,3
213504,31,2
107440,1,5
107441,2,7
89594,3,420
96700,0,3
99260,2,7
89595,2,14
90612,2,14
89596,77,926
98952,0,22
98953,2,2037
98950,0,12
98951,2,259
94608,2,2038
94609,2,2039
90736,15,737
90737,2,348
90733,2,13
90730,2,8
90731,108,1368
90738,0,35
90739,2,13
108041,2,1
108040,0,10
104939,1,2
104938,2,9
104935,3,89
104934,2,1
104937,1,5
104936,1,2
104931,1,2
104930,0,2040
104933,1,2
104932,1,83
102199,0,12
102198,0,3
102195,0,82
102197,1,1
102196,2,76
102191,0,21
102190,0,12
106478,2,128
99609,2,13
99608,1,3
97833,0,30
109314,1,5
109312,1,83
109313,1,2
109310,1,2
109311,1,83
92756,2,2041
107294,0,10
89691,0,105
92754,2,242
92750,3,678
92755,7,5
92752,2,13
92753,2,13
91955,2,7
91954,2,2042
91957,2,380
91956,2,789
91950,0,21
91953,2,42
91952,2,79
92751,0,9
91959,2,228
91958,2,7
142880,1,2
95068,0,3
100131,0,33
100130,0,3
100133,2,13
100132,1,3
100135,0,1809
100134,2,13
100137,3,5
100136,0,1
100139,0,36
100138,7,5
95064,0,22
145815,2,2
145814,1,83
145817,1,2
145816,2,2
145811,2,1
145810,1,5
145813,1,5
2620701,1,2
95061,2,19
95060,2,13
95063,2,90
93023,2,290
95062,0,1
96616,2,76
93022,2,57
94043,0,2043
89992,2,37
93553,0,1
93552,3,62
93551,1,2
93557,2,1
93556,2,1541
101268,0,12
101266,2,1216
101267,2,917
101264,3,12
101265,2,3
101262,98,2044
101263,0,12
101260,0,10
101261,0,21
98563,2,13
98560,0,48
98567,1,5
98566,1,5
98565,1,3
98564,2,14
98569,0,86
98568,2,1
98897,0,1
88407,0,528
104168,0,21
104162,1,5
104163,2,259
104166,0,3
104167,2,259
104165,0,52
105039,1,2
105036,2,1
111731,1,1
218451,2,1
218456,0,1
218457,2,2
111730,2,1
111733,1,5
111732,1,5
111735,1,2
111737,1,59
111736,1,59
96196,0,12
2009825,3,2045
86545,2,13
108526,0,1
108527,1,5
108524,0,52
108525,0,1799
108522,3,1
108523,0,52
108528,0,2046
108529,1,59
89118,0,1
1379538,0,36
87649,2,13
93131,2,9
103328,0,1
142895,1,5
103321,2,30
103320,0,5
103323,1,1
103322,0,21
103325,2,3
103324,2,13
103327,0,36
103326,0,1
142897,1,2
142892,0,1
95295,2,13
142893,0,12
98894,2,13
86056,2,2047
86050,0,186
86051,2,13
86052,2,128
86053,2,2048
88242,2,53
88241,2,7
88247,2,139
88246,0,12
88244,2,252
97009,2,13
86058,2,128
88249,0,12
86059,3,332
100676,0,1
100674,0,69
100675,1,2
100672,3,1301
100673,2,20
100670,0,12
100671,3,1301
100678,47,2049
2442451,2,7
95537,0,3
95535,2,802
95533,2,5
95532,0,3
95531,0,3
95530,3,1
86296,0,52
86297,0,3
86294,2,2050
86295,1,1
86293,2,13
86291,2,2051
86298,2,7
85668,1,2
85669,2,13
91338,2,53
85662,2,2052
85666,2,7
85667,3,316
96848,0,52
96849,2,1
96844,0,52
96842,3,30
96843,2,40
96840,2,9
96841,0,3
2783506,0,1
88976,2,802
112802,2,1
112803,1,1
112800,1,1
112801,2,1
112806,1,2
112807,1,2
112804,1,2
112805,1,5
112808,1,2
112809,2,30
93517,2,53
1992738,1,2
94171,0,22
88294,3,464
98373,0,10
88834,2,42
92929,0,50
92928,2,22
86811,2,2053
94101,0,36
94100,2,379
88835,2,802
94103,2,237
94102,0,1788
94105,2,439
97826,2,1
97825,3,2
97824,0,22
97823,0,3
97821,0,69
88836,2,2054
97829,0,2055
97828,0,22
95090,2,1
95092,2,0
95093,0,52
95096,2,632
92927,1,5
88837,2,1101
92926,2,187
117979,1,2
117978,0,804
117975,1,2
117977,2,139
117976,1,2
104375,1,1
90611,2,40
111728,1,2
111729,1,5
88830,2,735
90610,2,42
111722,1,5
111723,1,3
111720,1,5
111721,1,5
111726,1,2
111727,1,2
111724,1,2
111725,1,2
89879,2,7
89878,0,97
104812,0,52
104813,1,1
87979,0,3
104811,0,52
104379,0,36
104816,2,30
104378,1,2
104817,50,498
104814,0,35
1146799,2,237
104815,1,5
99064,0,10
88833,110,2056
96009,0,12
104819,1,5
98369,2,13
91640,2,7
98364,1,2057
98367,0,69
98361,0,36
205316,1,2
98363,1,2058
98362,1,12
92959,3,1786
85684,1,1
92954,2,391
91645,124,2059
92956,2,7
92957,2,7
92950,2,13
92951,0,3
92952,3,1066
104368,2,664
104369,0,35
93028,1,3
96453,0,48
104360,3,1311
104361,2,9
104362,2,13
104363,0,35
104364,0,345
104365,0,35
104366,0,1
104367,2,30
105091,1,5
105090,1,1
106219,1,2
105097,2,1
105096,2,1
106205,2,68
106204,2,68
106207,1,2
88839,0,2060
96376,1,2
89419,0,2061
97354,3,1411
99108,2,13
99102,2,40
99103,0,12
99100,0,661
99101,2,76
99106,0,131
99107,0,3
99104,0,1
99105,0,12
218667,1,5
1520654,1,540
105543,2,9
105542,1,1
105541,1,2
105540,0,12
105547,1,5
105546,1,3
105545,1,2
105544,1,5
105549,2,664
105548,0,52
102011,0,1
102012,0,3
102013,0,3
102014,2,11
102015,2,11
102016,0,11
